id,name,phone,email,city,joined,amount,notes
3545,Buwati Faman,081731120772,buwati.faman@example.org,Mataram,2024-12-27,212118.36,
3546,Insih Zurah,081371586800,insih.zurah@example.com,Mataram,2025-02-04,140669.49,
3547,Mudi Rigus,081777809331,mudi.rigus@post.example.net,Bandung,2026-06-15,89376.14,
3548,Tandra Ginto,0812 1907 0724,"tandra.ginto@example.net ",Mataram,06/08/2024,71143.66,
3549,Dento Susih,081159473194,dento.susih@example.net,Mataram,2025-05-10,3155.56,
3550,Tarah Pulia,082161240853,tarah.pulia@mail.example.com,Surabaya,2025-08-16,74337,
3551,Mugus Hamad,082189818594,mugus.hamad@mail.example.com,Makassar,2026-07-15,204244.93,
3552,Widi Sunto,081716966680,widi.sunto@example.net,Mataram,2026-06-09,38395.10,
3553,Degus Fandra,0851-2420-9151,degus.fandra@example.net,Mataram,16/08/2024,103972.73,
3554,Windra Mulia,089522756089,windra.mulia@post.example.net,Mataram,2023-06-05,874.23,
3555,"Yamad Sundra ",081839593448,yamad.sundra@post.example.net,Mataram,19.10.2023,161538,
3556,Budi Musih,081392357682,budi.musih@example.com,Denpasar,2026-08-02,69188.30,
3557,Fanto Kamad,085104430077,fanto.kamad@mail.example.com,Surabaya,2023-02-21,142485.24,
3558,Bunur Mudi,081162959008,bunur.mudi@example.net,Denpasar,19.09.2023,136455.55,
3559,Girah Fatri,089548755711,girah.fatri@example.org,Bandung,2026-04-21,233578.72,
3560,Bunur Wirah,082155781661,bunur.wirah@example.com,Mataram,2025-11-10,148113.32,
3561,Zuman Kamad,081832269091,zuman.kamad@mail.example.com,Mataram,2026-03-28,34552.05,
3562,Ansih Fawati,081212703437,ansih.fawati@example.com,Medan,2026-01-18,236994.36,
3563,Giwan Cinto,082143104272,giwan.cinto@example.org,Bandung,2023-03-13,113328.90,
3564,Suwati Pumad,082199657068,suwati.pumad@mail.example.com,Mataram,2026-05-09,114347.70,
3565,Pumad Karah,0851-6640-3947,pumad.karah@example.net,Mataram,26.10.2024,93383.71,
3566,Fanto Wiwan,0811-4473-6659,fanto.wiwan@mail.example.com,Mataram,2024-04-13,155055.37,
3567,Gidi Farah,081131301725,gidi.farah@mail.example.com,Mataram,2025-08-03,27687.89,
3568,Desih Yawati,081881606700,desih.yawati@post.example.net,Mataram,2026-01-20,462.63,
3569,Zurah Buman,081267479610,zurah.buman@example.org,Mataram,2025-10-07,169716.20,
3570,Rinto Halia,082142189063,rinto.halia@example.net,Medan,2026-08-17,203909.61,
3571,Butri Tandra,0817 5903 4378,butri.tandra@example.org,Mataram,21/11/2025,"191.685,47",
3572,Dewan Yarah,081343216913,dewan.yarah@mail.example.com,Mataram,2024-04-03,91386.06,
3573,Innto Rinto,085157942346,innto.rinto@example.net,Mataram,2025-04-06,46807.03,address unclear
3574,Haman Ginto,081741207099,haman.ginto@mail.example.com,Mataram,2026-07-24,131354.12,
3575,Nanto Dendra,081842065224,nanto.dendra@example.org,Mataram,2025-06-13,115019.03,
3576,Taman Fatri,081844958433,taman.fatri@example.com,Mataram,2025-11-17,143204.57,
3577," Busih Zudi",081200034485,busih.zudi@post.example.net,Mataram,2025-01-02,238872,
3578,Punto Sulia,081351893736,punto.sulia@example.org,Mataram,2026-04-22,144482,
3579,Jugus Cinto,0817 2093 2120,"jugus.cinto@example.org ",Mataram,2026-05-07,"68.041,16",
3580,Inlia Zulia,089550724037,inlia.zulia@mail.example.com,Mataram,2023-06-19,8319.22,
3581,Mudi Kadi,0817 6977 1601,mudi.kadi@example.com,Bandung,2023-07-08,"134.392,42",
3582,Ginto Pumad,+6285161238118,"ginto.pumad@post.example.net ",Mataram,23.02.2025,212174,
3583,Ridi Lorah,085175445320,ridi.lorah@example.org,Mataram,2025-04-26,5490.48,
3584,Jurah Lonur,081236153752,jurah.lonur@example.org,Mataram,2026-04-11,125862.15,
3585,Wimad Degus,0818 0567 5098,wimad.degus@example.org,Surabaya,24/11/2025,142617.01,
3586,Budi Ridi,082104748241,budi.ridi@example.org,Medan,2023-07-01,245797.83,
3587,Innur Hanto,081351822302,innur.hanto@post.example.net,Mataram,2023-09-27,42261.76,
3588,Inyan Puwan,0821 8571 3799,"inyan.puwan@example.org ",Mataram,2026-04-19,"197.912,83",
3589,Londra Munto,+6285163539030,londra.munto@EXAMPLE.COM,Bandung,2025-10-14,246134.91,
3590,Jusih Ansih,085130388580,jusih.ansih@example.org,Mataram,08/06/2023,171632.29,
3591,Sunur Tanur,085110443665,sunur.tanur@mail.example.com,Bandung,2023-01-28,23129.01,
3592,Cidi Kanur,081130011463,cidi.kanur@example.org,Medan,2025-11-25,51413,
3593,Zuwati Fanto,082166549509,zuwati.fanto@example.net,Mataram,2025-09-03,32600.03,
3594,Citri Sulia,081784199556,citri.sulia@example.org,Bandung,2023-08-23,208394.82,
3595,Bugus Lonto,089574716730,bugus.lonto@example.com,Semarang,2024-03-21,153181.92,
3596,"Antri Putri ",081154024486,antri.putri@post.example.net,Mataram,10.12.2023,63199.92,"said ""call after 5pm"""
3597,Riwati Surah,081142442783,riwati.surah@example.org,Mataram,2023-08-24,22492.49,
3598,Nanur Jundra,089560140581,nanur.jundra@mail.example.com,Mataram,2024-06-11,114327.94,
3599,Inwati Jumad,081132747075,inwati.jumad@post.example.net,Bandung,2026-01-21,126656.32,
3600,Winto Gidi,081718990229,winto.gidi@example.net,Mataram,2026-05-03,79307.44,
3601,Detri Wirah,081896811364,detri.wirah@example.net,Mataram,2024-11-27,96124.98,
3602,Tanto Handra,081743439500,tanto.handra@example.org,Surabaya,2023-01-04,228417.65,
3603,Lonto Tanto,089523088116,lonto.tanto@post.example.net,Mataram,2026-03-20,65776.62,"said ""call after 5pm"""
3604,Nanto Yawan,081172151473,nanto.yawan@example.org,Mataram,2024-11-11,195358.74,
3605,Annto Kadi,085102215513,annto.kadi@example.net,Medan,2025-08-06,1920.06,
3606,Rinto Dewan,081750542443,rinto.dewan@example.com,Mataram,2026-03-19,120696.23,
3607,Gimad Sunur,081171673884,gimad.sunur@example.com,Denpasar,2024-12-11,71904.44,
3608,Winto  Tamad,081150753345,"winto.tamad@example.org ",Bandung,07/06/2024,397.06,
3609,Zuwati Fandra,089599299240,zuwati.fandra@example.org,Mataram,2023-06-16,33313.68,
3610,Puman Kamad,081768274561,puman.kamad@mail.example.com,Denpasar,2024-05-08,121572.04,
3611,Zuwati Wilia,082117444331,zuwati.wilia@example.com,Mataram,2026-06-25,111502.98,
3612,Yaman Innto,081742385950,yaman.innto@example.com,Bandung,2025-12-01,150052.77,
3613,Juman Londra,081140514408,juman.londra@post.example.net,Surabaya,2026-03-04,148941.79,
3614,Muwati Delia,081719994158,muwati.delia@example.com,Makassar,2025-09-15,33200.07,"moved cities, update on renewal"
3615,Dedi Wisih,085152394742,dedi.wisih@mail.example.com,Mataram,2025-10-14,135226.48,
3616,Sumad Tadi,082199081664,sumad.tadi@mail.example.com,Mataram,2026-02-06,243997.87,
3617,Namad Giwan,0895 1109 0380,namad.giwan@example.org,Mataram,2023-11-16,197412.68,
3618,Buwati Pugus,081255049797,buwati.pugus@mail.example.com,Bandung,2024-04-16,138391.71,
3619,Jumad Inyan,085151601482,jumad.inyan@EXAMPLE.ORG,Mataram,11.05.2023,226712.55,
3620,Angus Dedi,089590586366,angus.dedi@example.net,Bandung,2023-11-18,21887.41,
3621,"Purah Sugus ",081133236799,purah.sugus@mail.example.com,Mataram,21.03.2026,"123.398,87",
3622,Kamad Punto,081810219945,kamad.punto@example.com,Mataram,2024-05-17,222883.52,
3623,Punur Putri,081340402876,punur.putri@example.org,Bandung,2023-04-21,220097.09,
3624,"Demad Pundra ",081748120879,demad.pundra@POST.EXAMPLE.NET,Surabaya,02.12.2024,62813.46,
3625,Mumad Wirah,081757812604,mumad.wirah@example.net,Semarang,27/08/2025,247224,
3626,Tatri Zundra,081857446024,tatri.zundra@post.example.net,Mataram,2023-03-04,119214.92,
3627,Haman Mutri,081304282289,haman.mutri@mail.example.com,Denpasar,2026-04-17,182158.85,
3628,Sunto Rimad,081740137970,sunto.rimad@mail.example.com,Mataram,2024-10-26,213232.25,
3629,Handra Gisih,+6281196087348,"handra.gisih@example.com ",Bandung,2025-02-04,99738.00,
3630,Widi Ginto,089508544153,widi.ginto@example.org,Mataram,2025-07-01,177785.41,
3631,Puman Antri,085145478689,puman.antri@example.com,Medan,2023-07-23,158299.08,
3632,Nagus Cidi,081370417434,nagus.cidi@example.com,Mataram,2025-06-20,217569.24,
3633,Wiwan Kasih,081811022079,wiwan.kasih@example.com,Makassar,2024-04-08,150768.31,
3634,Tanur Cimad,081363911600,tanur.cimad@example.com,Mataram,2024-07-13,14322.58,
3635,Bunto Andi,+6281101422249,"bunto.andi@example.com ",Bandung,2024-05-24,"73.049,95",
3636,Mundra Anwan,089559106644,mundra.anwan@mail.example.com,Mataram,2025-04-13,226257.30,
3637,Munto Anlia,081224065609,munto.anlia@example.net,Mataram,2024-04-07,222178.68,follow up next week
3638,Yadi Ginto,082168171186,,Mataram,2026-06-25,217541,
3639,Ciyan Anrah,081251449652,ciyan.anrah@example.org,Mataram,2023-01-04,191236.04,
3640,Kandra Ingus,089527307446,kandra.ingus@mail.example.com,Mataram,2025-10-07,144797.78,
3641,Fawan Lowan,081899548223,fawan.lowan@example.net,Mataram,2026-04-18,93834.99,
3642,Nagus Mulia,081178700178,nagus.mulia@example.org,Mataram,2023-08-09,8057.97,
3643,Tagus Jugus,081315918543,tagus.jugus@example.net,Mataram,2025-09-05,2810.60,
3644,Kanto Derah,085108326672,kanto.derah@example.com,Mataram,2024-11-17,149033.47,
3645,Loyan Yanto,0821-9831-0978,loyan.yanto@post.example.net,Surabaya,2024-11-20,208262.74,
3646,Namad Hasih,081329714689,namad.hasih@mail.example.com,Mataram,2026-07-01,45868.37,
3647,Suman Tamad,089504142412,suman.tamad@example.org,Mataram,2025-06-05,16850.29,"prefers WhatsApp, not email"
3648,Cigus  Gigus,081171506555,cigus.gigus@example.com,Mataram,19/09/2025,10204.74,
3649,Handra Hatri,081268704507,handra.hatri@mail.example.com,Makassar,2025-01-17,49400.04,
3650,Bundra Dento,089570938860,bundra.dento@example.net,Denpasar,2023-12-08,171405.92,
3651,Puwati Mutri,081216621962,puwati.mutri@mail.example.com,Surabaya,2025-12-28,149701.19,
3652,Surah Suyan,085157262798,surah.suyan@mail.example.com,Mataram,2026-06-15,10569.50,
3653,Wiwan Busih,081707451313,wiwan.busih@post.example.net,Surabaya,2023-11-23,198509.95,
3654,Pugus Loman,089507302604,pugus.loman@mail.example.com,Mataram,2023-04-25,114059.83,
3655,Desih Yasih,081375029919,desih.yasih@post.example.net,Mataram,2023-08-03,152627.95,
3656,Riwati Punur,089562705169,riwati.punur@example.org,Mataram,2025-10-24,186168.37,
3657,Hasih Susih,081347785952,hasih.susih@example.org,Mataram,2023-09-12,241255.62,
3658,Tayan Judi,081769685962,tayan.judi@example.com,Mataram,2024-07-24,190158.45,
3659,Faman Cinto,081331879140,faman.cinto@example.com,Surabaya,2025-02-18,83720.93,
3660," Nanto Buwan",085168041029,nanto.buwan@example.org,Mataram,2023-12-02,57556.02,
3661,Suwati Cirah,089594133058,suwati.cirah@example.net,Semarang,2025-08-26,185268.23,
3662,Denur Katri,081882515519,denur.katri@example.com,Mataram,2023-10-24,205871.81,
3663,Insih Jutri,081373332689,insih.jutri@post.example.net,Semarang,2025-02-04,139748.02,
3664,Kanto Fandra,081151180683,kanto.fandra@mail.example.com,Surabaya,2026-04-14,156108.17,
3665,Zuwati Nawan,089538711722,zuwati.nawan@mail.example.com,Mataram,27.04.2023,41479.89,
3666,Nawan Yawan,082123114663,nawan.yawan@post.example.net,Bandung,2026-04-11,181781.11,
3667,Natri Punto,081375293530,natri.punto@post.example.net,Denpasar,2025-01-13,104636.54,
3668,Lonto Giwan,081882912253,lonto.giwan@example.com,Mataram,2024-03-08,197829.89,
3669,Bunto Ciyan,081829387054,bunto.ciyan@mail.example.com,Mataram,2025-10-10,207350.02,
3670,Ginto Zumad,081205398622,ginto.zumad@example.org,Mataram,2023-05-17,96119.43,
3671,Ciwati Jutri,081116313438,ciwati.jutri@mail.example.com,Surabaya,2024-04-08,243826.53,
3672,Jundra Faman,081392133168,jundra.faman@example.org,Mataram,2026-05-04,116820.58,
3673,Lotri Sugus,081233903634,lotri.sugus@example.com,Mataram,2023-11-22,99193.81,
3674,Nayan Yaman,0818-4651-4619,nayan.yaman@example.org,Padang,2023-02-07,232285.86,
3675,Buwan Jugus,089591983699,buwan.jugus@example.org,Mataram,2023-10-02,50295.42,
3676,Mowan Tanur,0817 3411 3104,,Surabaya,2026-07-22,93726.43,
3677,Cindra Halia,081342267304,cindra.halia@example.org,Mataram,2024-05-03,243976.97,
3678,Tasih Famad,089568273728,tasih.famad@example.org,Mataram,2024-12-19,172322.71,"moved cities, update on renewal"
3679,Hagus Zurah,081219686482,hagus.zurah@post.example.net,Bandung,2024-02-27,245297.65,
3680,Winur Lodi,089582328216,winur.lodi@example.com,Mataram,2026-08-12,161064.82,
3681,Losih Cinur,081217195486,losih.cinur@example.com,Mataram,2024-02-03,214477.82,
3682,Taman Loyan,081199268978,taman.loyan@example.org,Bandung,2023-04-26,13144.51,
3683,Tawan Bumad,081878296100,tawan.bumad@example.org,Mataram,2026-06-22,243969.88,
3684," Puwati Anyan",081777142079,puwati.anyan@mail.example.com,Mataram,26.12.2023,213486,
3685,Ginur Kayan,085149767968,ginur.kayan@post.example.net,Mataram,2026-03-18,22757.91,
3686,Lonto Deman,089509963127,lonto.deman@mail.example.com,Bandung,22/09/2024,200073.76,
3687,Denur Hanto,085167901251,denur.hanto@example.com,Mataram,2023-10-01,99438.52,
3688,Zusih Sunur,081109629763,zusih.sunur@example.com,Makassar,2024-07-24,61725.00,
3689,Tamad Derah,081120632721,tamad.derah@example.net,Mataram,2026-02-03,36864.78,
3690,Talia Zunto,081733844804,talia.zunto@post.example.net,Mataram,2025-05-01,113804.89,
3691,Tawan Rilia,089501025106,tawan.rilia@example.net,Surabaya,2023-05-12,38801.47,
3692,Gitri Gindra,089509450149,gitri.gindra@mail.example.com,Mataram,2025-11-09,169418.31,
3693,Kadi Hasih,085193909709,kadi.hasih@example.net,Medan,2025-01-16,196481.61,
3694,Ridi Tadi,081163315709,ridi.tadi@post.example.net,Mataram,2026-06-19,28258.46,
3695,Tawan Handra,081309377049,tawan.handra@mail.example.com,Mataram,2024-09-12,44057.99,
3696,Kanto Zunur,089549943711,kanto.zunur@mail.example.com,Surabaya,2023-10-02,236815.16,"paid by transfer, receipt pending"
3697,Riwan Burah,081300188747,riwan.burah@example.net,Mataram,2023-08-09,133163.37,
3698,Pumad Loyan,081361152407,pumad.loyan@example.com,Mataram,2024-02-27,60224.92,
3699,Zutri Windra,0895 0458 2613,zutri.windra@EXAMPLE.ORG,Semarang,21/07/2025,9089.83,
3700,"Yadi Yanto ",+6282198203008,yadi.yanto@example.net,Denpasar,12.12.2024,45028.92,
3701,Ritri Wisih,081386248027,ritri.wisih@post.example.net,Mataram,2025-06-26,245515.74,
3702,Namad Ginto,081244049666,namad.ginto@mail.example.com,Makassar,2023-12-09,116702.74,
3703,Hasih Mugus,085118453446,hasih.mugus@example.com,Mataram,11.06.2026,163828.61,
3704,Winto Dendra,081872104890,winto.dendra@example.com,Mataram,2023-12-05,45350.95,
3705,Sumad Inndra,081847646749,sumad.inndra@example.net,Surabaya,2023-10-13,178504.88,address unclear
3706,Dewati Anrah,081782920369,"dewati.anrah@mail.example.com ",Bandung,27.05.2023,16926,"prefers WhatsApp, not email"
3707,Sundra  Ginto,081321457376,sundra.ginto@example.org,Mataram,23/09/2023,200501.70,
3708,Suman Kalia,089503127447,suman.kalia@mail.example.com,Mataram,2026-01-10,89972.89,
3709,Nanur Juwati,081219631452,"nanur.juwati@example.com ",Mataram,2026-03-22,97312.14,
3710,Pugus Purah,081317489543,pugus.purah@example.net,Mataram,2023-05-07,111246.71,
3711,Anman Bunto,081780922425,anman.bunto@mail.example.com,Mataram,2024-08-08,178603.70,"paid by transfer, receipt pending"
3712,Zuwan Harah,081142778153,zuwan.harah@post.example.net,Mataram,2025-11-24,105397.69,
3713,Dewan Tandra,081791975871,dewan.tandra@example.com,Mataram,2026-05-13,139291.89,
3714,Sundra Juman,085198290164,sundra.juman@example.org,Mataram,2023-07-18,155741.87,
3715,Hanto Cinto,082120426933,hanto.cinto@example.net,Medan,2024-10-23,48966.27,
3716,Bunto Junto,082137915519,bunto.junto@mail.example.com,Mataram,2025-03-16,125196.87,
3717,Fanur Kadi,085130922438,fanur.kadi@example.org,Semarang,2026-04-12,31957.31,
3718,Fanur Sunur,085193677973,fanur.sunur@mail.example.com,Semarang,2025-10-25,147399.25,
3719,Cinur Cinto,081113734395,cinur.cinto@mail.example.com,Mataram,2026-03-19,90172.71,
3720,Zundra Logus,081816260757,zundra.logus@example.com,Mataram,2024-06-02,72143.35,
3721,Junto Handra,081282011450,junto.handra@example.org,Bandung,2025-05-06,129410.86,
3722,Sulia  Rimad,085111677243,sulia.rimad@post.example.net,Mataram,2026-04-18,163783.63,
3723,Fagus Purah,081112725904,fagus.purah@post.example.net,Mataram,2026-02-09,112296.25,
3724,Winto Gindra,085115155499,winto.gindra@mail.example.com,Mataram,2024-03-27,237553.31,"prefers WhatsApp, not email"
3725,Nanur Wiyan,082187851565,nanur.wiyan@example.net,Mataram,2023-12-01,134173.22,
3726,Puwan Indi,+6285128758791,puwan.indi@example.net,Mataram,2025-04-25,195684.72,
3727,Londra Lodi,0812 8845 8560,londra.lodi@example.org,Mataram,20.12.2025,17283,
3728,Rinur Zuwati,081237794556,rinur.zuwati@post.example.net,Mataram,2023-08-26,237329.91,
3729,Fagus Rimad,081385644208,fagus.rimad@mail.example.com,Makassar,2025-08-22,218961.76,
3730,Zuwati Girah,0851 4163 0590,zuwati.girah@example.net,Padang,2025-09-16,235292.72,
3731,Inman Wisih,081104990085,inman.wisih@post.example.net,Surabaya,2023-07-28,238900.41,
3732,Puyan Wisih,085191182116,puyan.wisih@example.com,Mataram,2025-01-23,211619.77,
3733,Surah Inyan,089594191084,surah.inyan@example.org,Mataram,2024-10-18,"150.611,38",
3734,Bunto Sugus,081754292825,bunto.sugus@mail.example.com,Mataram,2024-03-09,224164.13,
3735,Yanto Fawan,081713724785,yanto.fawan@mail.example.com,Bandung,2023-03-01,90133.42,
3736,Hawan Tanto,085171482640,hawan.tanto@example.com,Mataram,2025-02-18,65292.08,
3737,Tawati Hawati,089592276615,tawati.hawati@mail.example.com,Mataram,2024-06-27,167893.59,
3738,Dendra Fandra,081395809378,dendra.fandra@mail.example.com,Medan,2023-04-10,138865.29,
3739,Anndra Hasih,082188188486,anndra.hasih@mail.example.com,Mataram,2026-01-27,8134.82,
3740,"Dewan Katri ",+6281715138591,dewan.katri@EXAMPLE.NET,Mataram,2026-08-03,23963.29,
3741,Butri Tatri,081893839107,butri.tatri@example.com,Mataram,2023-08-05,108946.48,
3742,Inlia Mutri,081101295262,inlia.mutri@example.net,Mataram,2026-06-16,190962.10,
3743,Sudi Natri,081300010383,sudi.natri@example.com,Mataram,2024-11-17,214544.01,
3744,Hayan Yayan,085184525203,hayan.yayan@post.example.net,Mataram,2024-05-10,99505.48,
3745,Lowan Lorah,081318980467,lowan.lorah@example.org,Mataram,2025-12-27,165855.67,
3746,Rimad Wigus,081880477031,rimad.wigus@post.example.net,Mataram,2025-05-26,224079.45,
3747,Deyan Kawati,081198286581,deyan.kawati@mail.example.com,Surabaya,2024-06-08,147017.76,
3748,Naman Fasih,0817 6547 4872,naman.fasih@example.net,Mataram,2024-03-16,217279.58,
3749,Wirah Delia,081207291201,wirah.delia@example.net,Mataram,2026-02-06,172551.18,
3750,Detri Fatri,081899620088,detri.fatri@example.net,Padang,2026-05-08,67449.41,
3751,Wisih Logus,081830776855,wisih.logus@mail.example.com,Medan,2023-02-02,215593.95,
3752,Lomad Kamad,081862199188,lomad.kamad@mail.example.com,Bandung,2024-05-28,242452.46,
3753,Yalia Bunto,081777320200,yalia.bunto@mail.example.com,Mataram,2025-10-02,28719.64,
3754,Losih  Hasih,082147839877,losih.hasih@example.com,Mataram,25/12/2025,4725.12,
3755,Buwan Tanur,089564857885,buwan.tanur@example.com,Medan,2023-01-11,175231.82,
3756,Dento Fawati,081340050559,dento.fawati@post.example.net,Makassar,2024-08-26,241663.35,
3757,Faman Yawan,081345747205,faman.yawan@mail.example.com,Mataram,24.06.2026,140307.28,
3758,"Kawati Purah ",0812 9573 4800,kawati.purah@post.example.net,Medan,2025-10-26,12223,
3759,Yawan Wirah,081233966347,yawan.wirah@example.net,Mataram,2024-01-06,235196.02,
3760,Muwati Tarah,089553106714,muwati.tarah@example.com,Mataram,2026-04-03,241176.90,
3761,Suyan Tanto,081171258861,"suyan.tanto@post.example.net ",Mataram,08/05/2026,60326.18,
3762,Antri Ginto,081855375274,antri.ginto@example.net,Denpasar,2024-09-02,49373.53,"VIP, do not discount"
3763,Zugus Delia,0821 1315 2585,zugus.delia@post.example.net,Mataram,18.03.2023,186896.67,
3764,Kanto Zundra,+6281104625320,kanto.zundra@mail.example.com,Bandung,13.02.2024,137460.02,
3765,Juwati Gitri,081149307882,juwati.gitri@example.com,Mataram,2025-07-16,95176.71,
3766,Haman Bulia,081392597717,haman.bulia@mail.example.com,Mataram,2026-03-22,83227.20,
3767,Nawan Muman,0817-8357-0535,nawan.muman@example.com,Mataram,2026-04-14,184572,
3768,Fanur  Mundra,081218603295,"fanur.mundra@example.net ",Mataram,01.03.2024,121308,
3769,Nagus Fagus,081717544528,nagus.fagus@mail.example.com,Mataram,2025-01-13,190636.01,
3770,Tanto Hasih,081361024383,tanto.hasih@example.com,Mataram,13.02.2023,"63.286,11",
3771,Deman Gitri,089561882662,deman.gitri@example.com,Medan,2023-03-19,30729.66,
3772,Hasih Dendra,081139754889,hasih.dendra@example.org,Surabaya,2026-04-06,223287.03,
3773,Yawati Buwati,081249038264,yawati.buwati@example.net,Bandung,14.02.2023,105604.23,
3774,Deman Jutri,081831429550,deman.jutri@example.net,Mataram,2023-11-14,"157.435,68",
3775,"Bumad Inman ",081825023078,bumad.inman@mail.example.com,Pontianak,2025-09-15,159899.42,
3776,Demad Tadi,081703359267,demad.tadi@example.com,Mataram,2025-12-22,28168.89,
3777,Nanur Riwati,081187366688,nanur.riwati@example.org,Mataram,2025-09-26,130071.87,
3778,Cinto Winto,081716041132,cinto.winto@example.org,Mataram,2023-09-23,2218.67,
3779,Winur Cisih,0818-2483-3476,winur.cisih@mail.example.com,Mataram,2025-08-19,146463.52,
3780,Cimad Riman,089526871761,cimad.riman@example.net,Mataram,2025-06-13,247969.07,
3781,Katri Yagus,081387100366,katri.yagus@example.org,Medan,2025-12-04,214729.10,
3782,Girah Puman,081253478670,girah.puman@post.example.net,Bandung,2024-03-22,151034.33,
3783,Deman Kanto,081267473611,deman.kanto@example.net,Mataram,2025-10-11,183483.44,
3784,Namad  Muwati,085123866403,namad.muwati@mail.example.com,Mataram,06/06/2026,213831.72,
3785,Jumad Dento,081293061010,jumad.dento@example.net,Mataram,2023-02-13,164940.69,
3786,"Tayan Mutri ",081375766257,tayan.mutri@post.example.net,Mataram,2025-05-16,"201.624,88",
3787,Talia Kanto,085181017785,talia.kanto@post.example.net,Mataram,2025-10-22,209246.08,
3788,Logus Tayan,089540026193,logus.tayan@example.com,Mataram,2026-05-17,51813.90,
3789,Annto Julia,081838456656,annto.julia@mail.example.com,Mataram,2026-02-25,143994.03,
3790,Riman Punto,081393975868,riman.punto@example.net,Medan,2023-02-18,208481.83,
3791,Lonto Giwati,081161483285,lonto.giwati@example.net,Mataram,2026-01-11,12057.41,
3792,Juman Lonto,081106476319,juman.lonto@example.com,Mataram,2026-07-19,81378.29,
3793,Zuwan Buman,0821 0948 2994,zuwan.buman@example.org,Mataram,2026-08-24,215948.31,
3794,Junur Nanur,081280563386,junur.nanur@mail.example.com,Bandung,2023-02-28,216831.78,
3795,Jusih Annur,081882523613,jusih.annur@example.com,Surabaya,2024-10-01,54753.73,
3796,Jutri Jundra,+6282172848704,"jutri.jundra@post.example.net ",Mataram,28/01/2025,"83.065,20",
3797,Dento Cirah,081370219910,dento.cirah@post.example.net,Medan,2024-11-07,194695.83,
3798,Ritri Zuwan,081165638505,ritri.zuwan@example.net,Mataram,2023-01-09,14331.40,"moved cities, update on renewal"
3799,Judi Faman,081839424391,judi.faman@post.example.net,Medan,2025-02-08,63175.55,
3800,Sutri  Anwati,081171206294,sutri.anwati@POST.EXAMPLE.NET,Mataram,20/03/2023,"159.884,94",
3801,Talia Pudi,089532457630,talia.pudi@post.example.net,Mataram,2023-06-17,144181.33,
3802,Kanto Sunur,085131676779,kanto.sunur@post.example.net,Mataram,2026-07-04,58975.03,
3803,Surah Wimad,081209833914,surah.wimad@example.org,Mataram,2026-06-13,170343.39,
3804,Yalia Jugus,081237537445,yalia.jugus@mail.example.com,Bandung,2026-06-14,155757.89,
3805,Andi Nanto,081309309891,andi.nanto@post.example.net,Mataram,2026-07-09,34585.62,
3806,Gitri Namad,085180545107,gitri.namad@example.com,Mataram,2026-04-18,244393.84,
3807,Cinto Fawati,082120827103,cinto.fawati@post.example.net,Mataram,2023-02-10,117008.85,
3808,Punto Wiyan,089599426182,punto.wiyan@example.com,Mataram,2023-01-05,70416.34,
3809,Nawati Junur,085136395812,nawati.junur@post.example.net,Mataram,2024-03-02,145851.74,
3810,Cisih Namad,+6281866921630,cisih.namad@example.com,Mataram,10/02/2024,248448.30,
3811,Demad Lonto,089500372864,demad.lonto@example.org,Bandung,2024-08-25,32675.63,
3812,Logus Junto,082106573404,logus.junto@example.com,Mataram,2025-06-23,47219.59,"VIP, do not discount"
3813,Zunto Yanur,081367559500,zunto.yanur@post.example.net,Medan,2023-04-12,122242.53,
3814,Buyan Wirah,081382683030,buyan.wirah@mail.example.com,Mataram,2023-03-20,221808.49,
3815,Fatri Lotri,081213818943,fatri.lotri@post.example.net,Denpasar,2025-02-11,161801.67,
3816,Kadi Haman,085108168621,kadi.haman@example.net,Mataram,2024-06-25,86678.21,
3817,Junto Kanto,082170416590,junto.kanto@mail.example.com,Mataram,2024-10-22,12500.18,
3818,Nanur Anrah,085194822254,nanur.anrah@mail.example.com,Medan,2026-07-24,56612.36,
3819,Pundra Demad,0811-8329-8382,pundra.demad@mail.example.com,Mataram,15.05.2025,205007.33,
3820,Tadi Muyan,089529220679,"tadi.muyan@mail.example.com ",Mataram,20.04.2026,206422,
3821,Nawan Jundra,081273166009,nawan.jundra@example.org,Mataram,2026-03-17,112553.67,
3822,Anmad Zurah,082128732833,anmad.zurah@mail.example.com,Mataram,2025-07-21,118322.76,
3823,Munto Suwati,081376409995,munto.suwati@example.net,Makassar,2025-12-11,55762.78,
3824,Taman Nagus,081360473878,taman.nagus@example.com,Mataram,2023-07-04,117833.68,
3825,Riwan Tadi,081832309783,riwan.tadi@post.example.net,Mataram,2024-03-26,224380.41,
3826,Muman  Hawati,081711441595,muman.hawati@post.example.net,Mataram,2025-01-11,188551.67,
3827,Cidi Mundra,085168766396,cidi.mundra@post.example.net,Mataram,2026-02-05,205672.79,
3828,Windra Rinur,081883034000,windra.rinur@example.com,Medan,2024-01-11,106055.22,"duplicate of earlier signup, verify"
3829,"Inwan Hawan ",081221391028,inwan.hawan@example.com,Mataram,2024-01-25,241810.05,
3830,Tarah Ritri,085106982345,tarah.ritri@post.example.net,Mataram,2024-12-09,131338.98,
3831,Inwan Yaman,081167973758,inwan.yaman@post.example.net,Mataram,2024-06-19,65998.37,
3832,Widi Pumad,+6281792902526,widi.pumad@example.net,Medan,24/06/2023,175939.59,"said ""call after 5pm"""
